 21
 1.00000000000000000e+01 1.00000000000000000e+00
 9.00000000000000000e+00 1.00000000000000000e+00
 8.00000000000000000e+00 1.00000000000000000e+00
 7.00000000000000000e+00 1.00000000000000000e+00
 6.00000000000000000e+00 1.00000000000000000e+00
 5.00000000000000000e+00 1.00000000000000000e+00
 4.00000000000000000e+00 1.00000000000000000e+00
 3.00000000000000000e+00 1.00000000000000000e+00
 2.00000000000000000e+00 1.00000000000000000e+00
 1.00000000000000000e+00 1.00000000000000000e+00
 0.00000000000000000e+00 1.00000000000000000e+00
 1.00000000000000000e+00 1.00000000000000000e+00
 2.00000000000000000e+00 1.00000000000000000e+00
 3.00000000000000000e+00 1.00000000000000000e+00
 4.00000000000000000e+00 1.00000000000000000e+00
 5.00000000000000000e+00 1.00000000000000000e+00
 6.00000000000000000e+00 1.00000000000000000e+00
 7.00000000000000000e+00 1.00000000000000000e+00
 8.00000000000000000e+00 1.00000000000000000e+00
 9.00000000000000000e+00 1.00000000000000000e+00
 1.00000000000000000e+01 0.00000000000000000e+00
